dataset,model,cal_size,test_size,LightGBM_brier,LightGBM_logloss,LightGBM_kuiper,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
Bioresponse,LinearModel,3375,376,0.37305547616726015,0.559199970600285,0.05205279216170311,0.08713655918836594,0.7340425252914429,0.08590134512633085
Bioresponse,NeuralNetFastAI,3375,376,0.2881066971814985,0.44607888143119845,0.023317590355873108,0.04460567608475685,0.7765957713127136,0.10293224826455116
Bioresponse,NeuralNetTorch,3375,376,0.29920164812565375,0.46230753125984453,0.03120575100183487,0.053513288497924805,0.7765957713127136,0.094783715903759
Bioresponse,RandomForest,3375,376,0.28411772246946676,0.4407563255811262,0.028864020481705666,0.06603190302848816,0.8085106611251831,0.1006781542673707
Bioresponse,XGBoost,3375,376,0.2781163442528106,0.4377580140380248,0.029500756412744522,0.05177251622080803,0.8164893388748169,0.09902968816459179
Click_prediction_small,CatBoost,35953,3995,0.25355657722591585,0.41211170392224894,0.008575881831347942,0.012861895374953747,0.8362953662872314,0.659130091778934
Click_prediction_small,ExtraTrees,35953,3995,0.2603019033454063,0.4208959062044364,0.006808284670114517,0.008701277896761894,0.8340425491333008,0.6779572200030088
Click_prediction_small,LightGBM,35953,3995,0.25808838138478946,0.4188120268552497,0.007322445511817932,0.010160870850086212,0.8370463252067566,0.6461597802117467
Click_prediction_small,LinearModel,35953,3995,0.26106509617812734,0.4241666069847133,0.013183480128645897,0.020172717049717903,0.8350437879562378,0.63647654466331
Click_prediction_small,NeuralNetFastAI,35953,3995,0.2587562839773606,0.42038470711144754,0.009395994246006012,0.007465988863259554,0.8372966051101685,0.6233864882960916
Click_prediction_small,NeuralNetTorch,35953,3995,0.25924440802771226,0.41818051381469123,0.005567554384469986,0.00529533950611949,0.8345431685447693,0.6371083417907357
Click_prediction_small,RandomForest,35953,3995,0.25919821865869763,0.4181880217452338,0.005249788984656334,0.009677339345216751,0.8340425491333008,0.6620904076844454
